estados,Precio,land_area,build_area,bedrooms,bathrooms,half_bathrooms,garages,Publicacion,Pisos
QUERETARO,10000000,1000,350,4,3,0,0,7,1
QUERETARO,5500000,629,340,3,3,1,5,6,1
QUERETARO,1200000,201,136,3,2,0,0,15,1
QUERETARO,1630000,128,164,3,2,1,2,11,2
QUERETARO,1650000,130,130,3,2,0,2,3,1
QUERETARO,2650000,180,180,3,2,1,0,0,2
QUERETARO,2495000,162,176,3,3,0,2,40,1
QUERETARO,850000,65,65,2,1,0,2,5,1
QUERETARO,1650000,130,130,3,2,0,2,3,1
QUERETARO,1665000,105,118,3,2,0,0,19,1
QUERETARO,4950000,300,310,3,5,0,0,19,1
QUERETARO,690000,120,130,3,1,1,0,3,1
QUERETARO,2380000,164,190,3,3,0,2,4,1
QUERETARO,2850000,350,277,5,4,1,5,18,2
QUERETARO,12200000,705,615,4,5,0,4,20,1
QUERETARO,9700000,1000,450,4,7,0,3,0,2
QUERETARO,1900000,238,270,1,0,0,0,4,1
QUERETARO,2100000,144,190,3,3,2,2,14,2
QUERETARO,3700000,600,225,3,3,0,0,40,1
QUERETARO,2800000,267,191,3,3,0,2,20,1
QUERETARO,2750000,180,243,3,2,1,1,34,2
QUERETARO,2850000,293,160,3,3,0,2,3,1
QUERETARO,11500000,750,580,1,4,1,3,55,1
QUERETARO,6000000,804,450,4,5,0,4,7,1
QUERETARO,2990000,160,275,3,2,2,2,6,3
QUERETARO,4450000,280,400,3,3,1,2,8,3
QUERETARO,1239000,153,99,2,1,1,1,5,1
QUERETARO,2750000,243,280,3,2,1,2,5,1
QUERETARO,2883467,183,183,2,3,1,2,4,1
QUERETARO,650000,90,80,2,1,0,1,11,1
QUERETARO,4150000,270,392,3,3,1,2,12,1
QUERETARO,1950000,129,153,3,2,0,2,26,1
QUERETARO,1890000,129,162,3,2,0,2,3,1
QUERETARO,4850000,586,353,4,3,0,8,55,1
QUERETARO,3490000,285,261,3,3,1,2,39,1
QUERETARO,3390000,253,253,3,3,0,3,19,1
QUERETARO,2500000,150,215,3,2,1,2,0,2
QUERETARO,14500000,960,741,3,3,4,6,2,2
QUERETARO,1950000,144,178,3,2,0,2,2,1
QUERETARO,2700000,170,235,4,3,0,3,3,1
QUERETARO,3500000,270,250,3,2,1,3,36,2
QUERETARO,3040000,213,280,3,2,2,2,49,3
QUERETARO,1500000,143,126,3,2,1,0,6,1
QUERETARO,2300000,168,182,3,3,0,2,37,1
QUERETARO,3300000,252,292,3,3,0,2,36,1
QUERETARO,3450000,270,358,3,2,2,2,31,2
QUERETARO,1480000,128,144,3,2,0,2,50,1
QUERETARO,2150000,166,162,3,2,1,2,0,1
QUERETARO,3100000,225,270,3,3,0,0,4,1
QUERETARO,3600000,252,305,4,5,0,0,55,1
QUERETARO,2350000,160,170,3,3,1,3,23,3
QUERETARO,23500000,1258,985,5,5,0,4,53,1
QUERETARO,10800000,1320,628,3,4,0,4,11,1
QUERETARO,2500000,300,180,3,2,1,3,22,1
QUERETARO,1598000,122,142,3,3,0,2,11,2
QUERETARO,2200000,149,240,4,3,0,2,59,1
QUERETARO,3250000,254,220,3,4,0,2,0,1
QUERETARO,3780000,202,316,4,4,0,3,2,1
QUERETARO,2350000,160,145,3,2,1,2,5,2
QUERETARO,1078020,153,99,2,1,1,1,37,1
QUERETARO,1390000,128,136,2,2,0,2,3,1
QUERETARO,10750000,840,480,3,3,1,2,6,2
QUERETARO,5750000,310,340,4,5,0,3,3,1
QUERETARO,2490000,224,187,3,2,1,2,29,2
QUERETARO,3370000,263,254,3,3,0,3,2,1
QUERETARO,2950000,260,250,3,4,0,3,3,1
QUERETARO,1642474,137,132,3,3,0,2,34,1
QUERETARO,2450000,130,192,3,3,0,3,3,1
QUERETARO,15900000,786,1036,4,6,1,8,4,3
QUERETARO,2100000,155,164,3,3,0,2,21,1
QUERETARO,2350000,180,160,3,3,0,2,6,2
QUERETARO,3500000,329,222,3,3,0,3,3,1
QUERETARO,6200000,302,244,1,3,0,2,56,1
QUERETARO,2407000,315,270,1,0,0,2,28,1
QUERETARO,1950000,580,300,5,4,0,0,9,1
QUERETARO,3450000,224,356,3,4,0,3,3,1
QUERETARO,7900000,621,390,4,3,1,3,22,1
QUERETARO,3450000,270,346,3,4,0,2,30,3
QUERETARO,3950000,450,290,3,2,1,2,31,1
QUERETARO,3050000,233,227,3,3,1,3,39,3
QUERETARO,4600000,270,270,3,4,1,0,6,1
QUERETARO,2200000,150,171,4,3,0,2,8,1
QUERETARO,3350000,300,300,3,3,0,2,9,1
QUERETARO,2300000,300,270,3,2,0,2,9,1
QUERETARO,5350000,303,427,3,3,2,3,40,3
QUERETARO,1750000,90,189,3,3,0,2,0,1
QUERETARO,1800000,175,175,3,2,1,2,12,1
QUERETARO,1600000,120,135,3,2,0,2,50,1
QUERETARO,3250000,250,240,3,3,0,2,2,1
QUERETARO,3650000,251,260,3,4,0,2,45,1
QUERETARO,4000000,250,278,3,4,0,3,3,1
QUERETARO,3200000,180,180,3,3,0,2,57,1
QUERETARO,3550000,248,298,3,3,1,2,0,2
QUERETARO,3850000,180,260,4,3,1,2,35,1
QUERETARO,2067000,133,180,3,2,1,0,10,2
QUERETARO,2480000,174,182,4,3,1,2,18,2
QUERETARO,2400000,160,210,3,3,0,5,3,1
QUERETARO,1900000,150,150,3,2,1,2,49,1
QUERETARO,1770000,144,129,3,4,0,2,3,2
QUERETARO,3100000,225,278,4,4,0,2,2,1
QUERETARO,598000,72,59,2,1,0,1,52,1
QUERETARO,2490000,135,250,4,2,1,2,0,3
QUERETARO,2430000,144,249,3,3,0,3,3,1
QUERETARO,2430000,150,213,4,3,0,0,8,1
QUERETARO,3450000,577,286,3,2,1,4,35,3
QUERETARO,3600000,172,270,4,4,2,3,19,3
QUERETARO,15000000,1680,865,3,6,1,6,14,2
QUERETARO,1780000,118,139,3,2,0,0,48,1
QUERETARO,2800000,180,255,3,3,1,0,29,3
QUERETARO,6300000,450,400,4,4,1,0,5,1
QUERETARO,3600000,280,280,3,3,0,0,19,1
QUERETARO,10000000,800,429,3,4,1,2,4,2
QUERETARO,2200000,165,135,3,3,1,3,11,1
QUERETARO,1950000,120,200,3,2,1,2,18,3
QUERETARO,1350000,285,165,4,4,1,7,19,2
QUERETARO,1180000,101,85,2,2,0,2,3,1
QUERETARO,744000,63,92,2,1,0,0,18,1
QUERETARO,2439000,189,245,3,2,0,0,15,1
QUERETARO,2900000,230,330,3,4,0,0,22,1
QUERETARO,1550000,160,140,3,1,1,2,0,2
QUERETARO,3250000,1400,278,3,3,0,0,11,1
QUERETARO,2343500,200,250,4,3,1,3,0,3
QUERETARO,3500000,368,243,3,3,1,0,29,2
QUERETARO,5700000,303,277,3,4,0,2,10,2
QUERETARO,4500000,635,300,3,3,1,6,30,2
QUERETARO,1600000,234,106,1,0,0,2,40,1
QUERETARO,1420000,175,135,2,2,0,1,13,1
QUERETARO,2950000,280,225,3,3,1,2,29,2
QUERETARO,1849000,110,143,3,2,1,0,4,2
QUERETARO,17000000,1250,600,3,3,3,5,4,2
QUERETARO,1578500,119,140,3,2,1,2,10,1
QUERETARO,2270000,120,218,3,2,0,2,3,1
QUERETARO,2199000,163,210,3,3,0,3,3,1
QUERETARO,3550000,1513,400,4,3,1,0,29,1
QUERETARO,3400000,200,280,4,3,0,2,3,1
QUERETARO,3100000,251,255,3,4,0,3,41,1
QUERETARO,12000000,1634,582,4,4,1,3,10,1
QUERETARO,3450000,240,200,2,3,1,1,4,1
QUERETARO,2850000,220,200,3,3,2,2,10,2
QUERETARO,1730000,145,189,3,2,0,2,21,1
QUERETARO,1200000,90,76,3,2,1,2,31,1
QUERETARO,4850000,553,336,4,4,1,3,26,1
QUERETARO,3480000,200,200,3,3,1,2,2,1
QUERETARO,8400000,1000,586,3,4,0,6,35,1
QUERETARO,2950000,264,246,3,2,1,2,4,3
QUERETARO,1430000,218,135,2,2,0,1,13,1
QUERETARO,8900000,408,550,3,4,2,4,4,1
QUERETARO,2100000,130,161,3,2,0,2,19,1
QUERETARO,1300000,107,123,3,2,0,2,35,1
QUERETARO,2480000,170,170,3,2,1,2,27,2
QUERETARO,4500000,300,380,3,3,1,2,33,3
QUERETARO,4500000,381,319,3,3,1,2,6,1
QUERETARO,1600000,128,164,3,2,1,2,36,2
QUERETARO,1900000,128,155,1,2,1,2,8,1
QUERETARO,2100000,200,209,3,2,1,0,2,1
QUERETARO,3190000,270,200,3,2,1,3,28,1
QUERETARO,1600000,150,143,3,2,0,0,48,1
QUERETARO,4000000,220,230,3,3,1,3,36,2
QUERETARO,5800000,300,325,3,3,0,3,33,1
QUERETARO,3800000,760,365,1,1,0,3,6,1
QUERETARO,1743000,164,129,3,3,0,2,14,1
QUERETARO,1380000,100,103,3,2,1,0,6,1
QUERETARO,3800000,200,270,3,3,0,3,3,1
QUERETARO,2234000,222,198,3,2,1,2,22,1
QUERETARO,1600000,128,164,3,2,1,2,36,2
QUERETARO,3400000,315,300,3,3,1,2,4,2
QUERETARO,1950000,200,200,1,3,0,0,23,1
QUERETARO,4590000,365,300,3,4,0,2,44,1
QUERETARO,23000000,1640,600,3,3,3,3,2,1
QUERETARO,2050000,160,146,3,2,0,2,43,1
QUERETARO,2858000,190,270,3,3,0,2,8,1
QUERETARO,2000000,250,130,3,2,0,1,36,1
QUERETARO,3195000,291,278,3,2,0,2,50,1
QUERETARO,2500000,165,214,3,3,1,0,0,2
QUERETARO,3280000,300,200,3,3,1,2,4,2
QUERETARO,2250000,186,186,3,2,1,2,12,2
QUERETARO,999000,119,111,3,2,0,2,3,1
QUERETARO,2400000,450,227,4,4,0,3,8,1
QUERETARO,15900000,780,1036,4,5,1,10,4,3
QUERETARO,2500000,220,190,3,2,0,2,9,1
QUERETARO,3400000,250,276,3,3,1,0,43,2
QUERETARO,6750000,275,340,4,4,0,0,14,1
QUERETARO,1290000,135,101,3,2,0,2,7,2
QUERETARO,5500000,849,400,4,3,0,4,13,1
QUERETARO,6500000,309,700,4,4,0,4,6,4
QUERETARO,5350000,316,270,3,5,0,0,0,1
QUERETARO,3190000,285,270,3,3,1,2,0,2
QUERETARO,2985000,280,202,4,4,1,2,40,1
QUERETARO,5700000,680,400,4,4,1,3,5,2
QUERETARO,1400000,144,115,1,0,0,0,6,1
QUERETARO,3100000,221,221,3,4,1,3,11,2
QUERETARO,2550000,300,200,3,2,1,3,5,2
QUERETARO,2350000,144,174,4,3,1,2,4,2
QUERETARO,7500000,1250,490,4,4,0,4,7,1
QUERETARO,3490000,261,282,3,3,1,2,5,2
QUERETARO,2860000,300,217,3,2,1,2,47,2
QUERETARO,1945000,144,147,3,2,1,2,0,2
QUERETARO,3380000,250,253,3,4,0,4,3,1
QUERETARO,2820000,254,196,3,3,1,2,14,2
QUERETARO,3500000,306,252,3,3,1,2,31,3
QUERETARO,6900000,700,700,4,4,1,10,5,3
QUERETARO,3550000,200,290,3,3,1,0,33,2
QUERETARO,2990000,245,204,3,3,0,2,3,1
QUERETARO,3200000,160,360,1,0,0,2,0,3
QUERETARO,2040000,136,136,3,3,0,0,15,1
QUERETARO,3190000,270,200,3,2,1,3,0,1
QUERETARO,3900000,250,275,3,3,2,3,2,2
QUERETARO,7400000,510,320,3,3,1,3,9,2
QUERETARO,550000,70,70,2,1,0,1,3,1
QUERETARO,3780000,305,230,3,4,0,3,3,1
QUERETARO,2310000,300,140,2,2,0,2,14,1
QUERETARO,2390000,250,200,3,4,0,2,3,1
QUERETARO,2180000,130,170,3,2,1,2,55,2
QUERETARO,7000000,445,400,4,5,0,3,0,3
QUERETARO,7800000,1120,597,3,3,1,6,35,2
QUERETARO,4100000,230,280,4,4,1,0,4,1
QUERETARO,2840000,195,203,3,3,0,2,3,1
QUERETARO,4600000,300,310,3,3,1,4,6,2
QUERETARO,2550000,213,205,3,3,1,2,17,1
QUERETARO,7000000,1000,330,3,3,1,4,5,1
QUERETARO,2500000,250,260,4,4,0,0,6,1
QUERETARO,2270000,152,207,3,2,1,2,29,2
QUERETARO,1596000,167,120,3,2,0,0,18,1
QUERETARO,1599000,160,140,3,2,0,2,3,1
QUERETARO,1300000,104,104,2,2,0,2,0,1
QUERETARO,3200000,365,180,3,2,0,2,15,2
QUERETARO,1950000,270,280,5,3,0,4,0,1
QUERETARO,3900000,205,280,3,4,0,3,3,1
QUERETARO,24000000,1250,120,5,6,0,1,35,2
QUERETARO,7200000,3410,638,5,5,1,6,3,2
QUERETARO,2180000,129,164,3,3,0,2,3,1
QUERETARO,2400000,127,150,3,2,1,0,0,1
QUERETARO,2500000,158,210,3,3,1,2,0,3
QUERETARO,2750000,150,214,4,4,1,2,4,1
QUERETARO,6200000,315,350,3,3,1,3,36,2
QUERETARO,3460000,270,358,3,3,0,3,3,1
QUERETARO,3790000,310,250,4,4,1,0,5,2
QUERETARO,13800000,720,518,4,5,1,9,46,2
QUERETARO,7500000,1000,430,3,3,1,4,34,1
QUERETARO,2350000,160,170,3,3,0,2,3,1
QUERETARO,5850000,450,300,4,2,0,6,12,1
QUERETARO,1900000,128,150,3,2,1,2,22,1
QUERETARO,3890000,250,320,3,3,2,4,6,1
QUERETARO,1198000,160,95,3,2,0,1,28,1
QUERETARO,6000000,476,470,4,6,0,3,10,1
QUERETARO,757200,120,150,3,2,1,1,39,1
QUERETARO,1613000,233,172,3,2,1,1,15,1
QUERETARO,6650000,1250,400,3,3,2,4,8,1
QUERETARO,1200000,100,135,3,2,0,2,3,1
QUERETARO,2600000,230,205,3,2,1,3,52,1
QUERETARO,1720000,128,130,2,2,0,2,8,1
QUERETARO,1150000,96,130,1,2,1,2,3,2
QUERETARO,1682000,144,144,3,2,0,2,3,1
QUERETARO,3190000,262,285,3,3,0,3,3,1
QUERETARO,2400000,214,203,4,3,1,0,0,1
QUERETARO,14150000,550,750,5,7,0,4,35,1
QUERETARO,3600000,309,257,3,3,1,3,2,3
QUERETARO,2500000,250,210,3,4,1,2,5,2
QUERETARO,15000000,1000,800,5,4,2,4,44,1
QUERETARO,1380000,100,105,2,3,0,2,0,2
QUERETARO,3400000,300,280,3,3,1,2,35,1
QUERETARO,2300000,250,250,3,4,1,3,50,1
QUERETARO,1300000,148,140,3,3,1,0,6,1
QUERETARO,1650000,160,125,3,2,1,2,47,1
QUERETARO,2790000,250,180,3,2,1,2,5,2
QUERETARO,4990000,300,285,3,4,2,3,55,3
QUERETARO,3150000,245,240,3,2,1,3,56,2
QUERETARO,3306000,300,262,3,3,0,2,15,1
QUERETARO,2870000,253,248,2,2,1,0,5,2
QUERETARO,3680000,250,270,3,3,0,3,49,1
QUERETARO,3400000,250,420,4,3,1,4,15,2
QUERETARO,818000,92,70,2,1,0,1,15,1
QUERETARO,1652000,118,118,3,2,0,0,40,1
QUERETARO,2100000,446,147,3,2,0,1,56,1
QUERETARO,3950000,252,309,4,5,1,3,36,1
QUERETARO,1650000,105,190,4,3,0,1,27,1
QUERETARO,5700000,277,329,4,4,1,2,9,2
QUERETARO,6500000,315,425,3,3,0,3,22,1
QUERETARO,5700000,484,484,3,3,0,0,11,1
QUERETARO,1950000,128,155,4,3,0,2,18,2
QUERETARO,8000000,695,450,3,4,0,4,12,1
QUERETARO,4400000,250,285,4,5,0,3,13,2
QUERETARO,2015000,126,166,3,2,0,0,48,1
QUERETARO,2500000,250,250,3,3,1,2,4,2
QUERETARO,1890000,129,162,3,3,0,0,18,1
QUERETARO,4250000,179,327,3,4,0,3,36,1
QUERETARO,6500000,400,400,3,4,0,10,33,2
QUERETARO,18890000,2220,833,4,4,0,6,6,1
QUERETARO,4290000,250,340,3,3,1,3,0,1
QUERETARO,2050000,131,180,3,2,0,2,3,1
QUERETARO,1650000,105,116,3,2,1,2,17,2
QUERETARO,3650000,476,237,1,3,0,2,6,1
QUERETARO,1890000,130,160,3,2,0,2,0,1
QUERETARO,2950000,218,270,4,4,1,2,4,2
QUERETARO,3095067,180,270,3,4,1,0,15,3
QUERETARO,816619,82,83,1,0,0,0,40,1
QUERETARO,2250000,162,174,3,4,0,2,3,1
QUERETARO,2980000,252,250,4,3,1,2,33,1
QUERETARO,2200000,155,180,4,2,0,2,0,2
QUERETARO,2250000,166,189,3,2,1,2,0,2
QUERETARO,12495000,630,504,4,5,1,4,51,2
QUERETARO,2625000,180,190,3,3,1,2,33,1
QUERETARO,3780000,202,316,3,3,2,3,23,1
QUERETARO,2690000,200,239,3,3,1,2,4,1
QUERETARO,2439000,189,245,3,2,0,0,18,1
QUERETARO,2700000,360,150,1,0,0,0,4,1
QUERETARO,4025000,270,296,4,4,1,3,12,2
QUERETARO,1243000,198,100,2,1,0,3,0,1
QUERETARO,2495000,162,176,3,3,0,2,7,2
QUERETARO,3500000,270,285,3,3,1,2,0,2
QUERETARO,5500000,450,319,3,4,0,3,16,1
QUERETARO,3250000,261,284,3,4,0,3,3,1
QUERETARO,3780000,260,270,3,3,1,3,7,1
QUERETARO,1040000,119,114,3,2,1,1,8,1
QUERETARO,5000000,2600,280,3,4,1,10,30,1
QUERETARO,2860000,300,217,3,2,0,2,55,1
QUERETARO,2850000,257,250,3,3,0,2,2,1
QUERETARO,5200000,450,295,1,3,1,3,57,1
QUERETARO,550000,72,56,2,1,1,1,58,1
QUERETARO,2364000,228,166,3,2,0,2,5,1
QUERETARO,3700000,200,452,6,6,1,1,17,3
QUERETARO,4500000,300,490,3,3,2,2,2,3
QUERETARO,2975000,205,216,3,4,0,3,24,1
QUERETARO,5500000,300,342,4,4,0,2,2,1
QUERETARO,1930000,218,146,3,2,0,2,0,1
QUERETARO,4250000,280,350,3,4,0,3,23,1
QUERETARO,1950000,251,175,4,2,0,2,6,2
QUERETARO,1980000,155,200,3,2,0,3,2,1
QUERETARO,4800000,614,447,4,5,0,0,11,1
QUERETARO,3500000,309,260,3,3,1,2,0,2
QUERETARO,2470000,190,190,3,4,0,2,2,1
QUERETARO,1890000,160,185,3,4,0,3,0,1
QUERETARO,1800000,180,130,2,2,0,2,33,1
QUERETARO,2995000,252,229,1,3,0,2,30,1
QUERETARO,2250000,160,167,3,2,1,3,8,2
QUERETARO,3890000,212,285,4,4,1,3,31,3
QUERETARO,12500000,480,480,3,5,0,4,58,1
QUERETARO,3400000,500,300,3,4,0,3,3,1
QUERETARO,5950000,780,420,3,3,1,4,5,1
QUERETARO,4000000,597,280,3,3,1,3,38,1
QUERETARO,3100000,225,270,4,3,0,2,38,1
QUERETARO,4500000,350,410,3,3,0,4,3,1
QUERETARO,6500000,700,424,3,3,1,4,5,1
QUERETARO,20000000,1280,820,3,4,0,1,9,1
QUERETARO,900000,200,120,3,1,1,2,45,1
QUERETARO,13000000,1000,600,3,3,2,6,6,3
QUERETARO,8200000,670,620,4,4,2,4,9,2
QUERETARO,3300000,262,220,3,3,1,2,7,2
QUERETARO,942000,103,66,2,1,0,1,18,1
QUERETARO,3650000,270,365,3,3,0,2,32,1
QUERETARO,900000,135,92,3,2,0,2,42,1
QUERETARO,2350000,126,149,3,2,2,2,7,3
QUERETARO,2900000,200,250,3,4,1,3,13,2
QUERETARO,2850000,270,265,3,2,1,3,3,1
QUERETARO,17250000,1250,450,3,0,0,3,4,2
QUERETARO,3100000,250,211,3,2,1,2,37,1
QUERETARO,3500000,260,306,3,4,0,3,9,1
QUERETARO,1300000,123,140,3,2,0,2,3,1
QUERETARO,3185000,250,305,3,4,0,3,3,1
QUERETARO,840000,98,90,3,2,0,0,8,1
QUERETARO,10600000,602,410,3,3,1,2,35,2
QUERETARO,2490000,199,177,3,2,0,1,3,1
QUERETARO,3500000,190,250,4,3,0,2,3,1
QUERETARO,3800000,368,333,3,4,0,3,3,1
QUERETARO,2120000,150,177,3,2,1,2,29,2
QUERETARO,3490000,240,280,3,3,1,2,0,2
QUERETARO,3100000,240,375,5,4,0,4,8,1
QUERETARO,6090000,650,540,3,5,0,3,3,1
QUERETARO,2220000,144,208,3,2,0,2,3,1
QUERETARO,1382000,310,104,2,2,0,6,18,1
QUERETARO,1740000,105,174,3,1,1,1,15,2
QUERETARO,4500000,330,360,4,4,0,6,47,1
QUERETARO,2400000,185,195,3,2,0,2,7,1
QUERETARO,4500000,259,350,4,2,0,0,7,1
QUERETARO,2400000,137,160,3,2,1,2,35,2
QUERETARO,1000000,550,115,2,1,0,2,15,1
QUERETARO,2600000,205,205,3,2,0,2,3,1
QUERETARO,3800000,270,265,3,3,1,3,30,2
QUERETARO,3800000,288,259,3,3,1,4,2,2
QUERETARO,2500000,270,229,3,3,0,2,3,1
QUERETARO,2600000,192,205,3,2,1,0,24,2
QUERETARO,2800000,190,280,4,5,0,2,0,3
QUERETARO,3500000,202,318,3,2,2,3,0,3
QUERETARO,4300000,300,310,3,3,1,3,5,2
QUERETARO,4000000,284,275,3,3,0,2,20,1
QUERETARO,800000,900,900,1,0,0,0,6,1
QUERETARO,3450000,270,272,3,3,1,3,10,2
QUERETARO,3700000,200,350,4,3,0,2,2,1
QUERETARO,2480000,174,182,3,3,0,2,41,2
QUERETARO,7800000,1120,450,3,3,1,4,34,2
QUERETARO,3750000,258,300,4,4,0,2,41,1
QUERETARO,13000000,799,450,4,5,1,4,49,1
QUERETARO,1250000,96,106,2,2,1,2,5,2
QUERETARO,8300000,700,550,4,6,1,4,4,2
QUERETARO,2890000,190,260,3,4,0,3,0,1
QUERETARO,4200000,300,400,1,0,0,2,4,2
QUERETARO,1513000,114,112,3,2,0,2,34,1
QUERETARO,2280000,160,180,3,2,1,0,29,2
QUERETARO,1600000,105,173,3,3,0,2,3,1
QUERETARO,2295000,144,193,3,2,0,2,3,1
QUERETARO,3300000,250,194,3,3,0,2,2,1
QUERETARO,8400000,1000,586,3,3,2,6,9,1
QUERETARO,5500000,450,455,4,4,1,0,4,1
QUERETARO,2790000,250,248,3,3,0,3,2,1
QUERETARO,2600000,253,185,3,2,1,3,0,2
QUERETARO,4600000,270,270,3,0,0,2,31,2
QUERETARO,7900000,765,590,4,4,0,7,48,1
QUERETARO,1650000,144,178,3,2,0,2,14,1
QUERETARO,3200000,256,220,3,2,1,2,0,1
QUERETARO,3700000,250,240,3,3,1,2,29,1
QUERETARO,2095000,180,180,3,3,1,2,27,3
QUERETARO,1290000,126,133,3,2,1,2,15,1
QUERETARO,4400000,235,280,3,4,0,2,35,1
QUERETARO,550000,111,60,2,1,0,2,18,1
QUERETARO,18850000,2220,833,4,3,2,10,51,2
QUERETARO,2000000,126,144,3,2,1,2,47,1
QUERETARO,4300000,600,230,3,2,0,0,48,1
QUERETARO,1900000,160,138,3,2,0,0,48,1
QUERETARO,2700000,274,250,3,4,0,2,25,1
QUERETARO,5500000,450,319,3,4,0,3,32,1
QUERETARO,2585000,147,213,3,3,0,2,7,1
QUERETARO,19000000,2740,876,4,4,1,2,35,2
QUERETARO,6100000,690,510,4,4,2,5,4,1
QUERETARO,1550000,91,131,3,2,0,2,3,1
QUERETARO,5500000,450,320,3,3,1,3,29,2
QUERETARO,7200000,998,615,4,3,0,7,13,1
QUERETARO,26500000,1250,900,4,5,1,3,17,2
QUERETARO,2670000,239,239,2,2,1,2,25,2
QUERETARO,6445000,342,305,3,3,1,0,56,1
QUERETARO,4100000,288,316,4,5,0,3,2,1
QUERETARO,3800000,278,295,3,4,1,3,22,1
QUERETARO,2870000,253,248,3,2,0,2,2,1
QUERETARO,2233571,133,172,3,2,0,2,0,1
QUERETARO,1750000,178,145,3,2,0,2,6,1
QUERETARO,2480000,174,182,3,3,0,2,2,1
QUERETARO,3750000,368,243,3,3,1,4,12,1
QUERETARO,2100000,128,170,3,2,1,2,18,2
QUERETARO,2780000,250,217,3,3,0,3,2,1
QUERETARO,780000,90,81,3,1,0,0,4,1
QUERETARO,3490000,240,276,3,3,1,2,0,2
QUERETARO,2090000,128,152,3,2,1,3,0,2
QUERETARO,4250000,271,300,3,3,0,2,2,1
QUERETARO,647000,90,61,2,1,0,1,18,1
QUERETARO,4025000,270,297,3,4,0,3,37,1
QUERETARO,1382000,310,104,2,1,0,6,15,1
QUERETARO,5910000,484,482,3,3,1,3,0,1
QUERETARO,6000000,298,374,4,4,1,3,30,1
QUERETARO,647000,90,61,2,1,0,0,15,1
QUERETARO,4450000,394,300,3,4,1,2,2,2
QUERETARO,1530000,145,135,3,2,0,2,3,1
QUERETARO,3911000,270,305,3,3,1,3,5,2
QUERETARO,4500000,285,278,3,4,0,2,12,1
QUERETARO,3300000,293,264,3,2,0,0,26,1
QUERETARO,15200000,1250,500,4,4,1,3,37,2
QUERETARO,3850000,278,237,3,4,0,2,38,1
QUERETARO,2600000,250,285,3,2,1,1,25,1
QUERETARO,3150000,180,226,4,3,0,3,3,1
QUERETARO,5100000,330,328,4,4,1,5,50,1
QUERETARO,2328000,116,136,3,1,1,0,18,1
QUERETARO,7100000,880,544,4,4,1,4,14,1
QUERETARO,16000000,1278,817,3,3,1,3,43,2
QUERETARO,2680000,125,190,3,2,0,3,13,3
QUERETARO,3495000,250,282,3,3,1,2,0,2
QUERETARO,2275000,128,216,3,2,0,3,3,1
QUERETARO,1635000,160,130,3,2,0,2,3,1
QUERETARO,2900000,170,190,3,3,0,2,16,1
QUERETARO,8500000,1696,700,4,4,2,10,10,2
QUERETARO,3640000,295,258,3,4,1,2,0,2
QUERETARO,1190000,200,110,3,2,1,1,31,1
QUERETARO,2422000,255,132,2,2,0,1,15,1
QUERETARO,1990000,144,196,3,4,0,2,3,1
QUERETARO,10000000,890,500,3,5,0,2,35,1
QUERETARO,1280000,101,96,3,3,0,2,3,1
QUERETARO,590000,99,59,1,0,0,1,40,1
QUERETARO,11900000,1100,718,4,5,2,7,9,1
QUERETARO,2000000,144,168,3,2,1,2,6,1
QUERETARO,6200000,725,450,3,3,2,3,22,1
QUERETARO,421000,90,52,2,1,0,0,15,1
QUERETARO,2500000,278,200,2,2,0,2,3,1
QUERETARO,3300000,265,230,3,3,0,3,3,1
QUERETARO,2140000,133,193,3,2,0,2,3,1
QUERETARO,2850000,228,226,4,4,0,3,3,1
QUERETARO,2000000,200,200,4,3,0,3,18,2
QUERETARO,8000000,400,405,3,3,1,5,12,1
QUERETARO,3600000,300,335,3,4,0,2,2,1
QUERETARO,505000,48,72,2,1,0,0,8,1
QUERETARO,4300000,300,280,3,3,1,3,0,2
QUERETARO,2950000,274,251,3,5,1,3,0,2
QUERETARO,8900000,951,582,3,4,0,2,52,1
QUERETARO,1300000,176,141,3,3,0,0,39,1
QUERETARO,2700000,130,220,3,3,1,2,0,3
QUERETARO,3850000,300,211,3,2,1,4,19,2
QUERETARO,2438800,173,188,3,2,1,2,22,2
QUERETARO,1920000,128,165,3,2,1,2,5,2
QUERETARO,2780000,253,196,3,3,1,2,0,2
QUERETARO,12500000,800,700,3,4,1,2,9,2
QUERETARO,3950000,340,300,3,4,2,3,37,3
QUERETARO,6900000,400,302,3,3,2,2,10,2
QUERETARO,1890000,131,152,3,2,0,2,3,1
QUERETARO,8600000,501,590,6,7,2,7,36,2
QUERETARO,2950000,262,217,3,2,1,3,0,2
QUERETARO,1950000,144,164,3,3,0,3,18,2
QUERETARO,2178750,160,180,2,2,1,2,29,3
QUERETARO,1170000,90,115,3,1,1,1,42,1
QUERETARO,2970000,305,250,3,2,0,2,15,1
QUERETARO,6950000,632,429,4,5,0,4,45,1
QUERETARO,3800000,404,295,3,3,1,3,26,3
QUERETARO,1390000,101,108,3,2,0,2,17,2
QUERETARO,1685000,132,140,4,3,0,0,4,1
QUERETARO,2200000,128,180,3,3,0,2,3,1
QUERETARO,6950000,637,400,3,3,1,4,23,2
QUERETARO,3700000,264,275,3,3,0,2,3,1
QUERETARO,9500000,1000,500,4,4,0,4,48,1
QUERETARO,12000000,692,673,7,5,1,6,0,2
QUERETARO,1290000,120,120,3,2,1,2,37,2
QUERETARO,1850000,140,150,3,2,0,3,3,1
